urls,names,bio,birth,death,age,place
"https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%BE%D1%82%D0%BA%D0%B8%D0%BD,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Плоткин, Михаил Владимирович","Михаи́л Влади́мирович Пло́ткин (чаще Миша Плоткин[1][2]; 20 апреля[3] 1944, Москва — 1 мая 2021, Москва) — советский музыкальный администратор, российский продюсер. Администратор вокально-инструментальных ансамблей (ВИА) «Весёлые ребята», «Самоцветы», «Лейся, песня» (также сооснователь), основатель и художественный руководитель ВИА «Надежда».",20.04.1944,01.05.2021,77,Москва
"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B3%D0%B4%D0%B0%D1%81%D0%B0%D1%80%D0%BE%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%90%D1%88%D0%BE%D1%82%D0%BE%D0%B2%D0%B8%D1%87","Багдасаров, Михаил Ашотович","Михаи́л Ашо́тович Багдаса́ров (арм. Միխայիլ Բաղդասարով; 23 мая 1945, Баку, АзССР — 3 мая 2021[2], Москва, Россия[3]) — советский, российский артист цирка — дрессировщик хищных животных, создатель многих цирковых программ, создатель и руководитель аттракционов «Давид Сасунский» и «Георгий Казначей», «Тигры-шоу», Заслуженный артист Армянской ССР (1980), Народный артист России (1997). Художественный руководитель Нижегородского государственного цирка имени Маргариты Назаровой (2012—2019).",23.05.1945,03.05.2021,75,Москва
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%87%D0%B0%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Качан, Владимир Андреевич","Влади́мир Андре́евич Кача́н (18 мая 1947, Ворошилов, Приморский край — 7 мая 2021, Москва) — советский и российский актёр, музыкант, писатель. Народный артист Российской Федерации (2004)[1].",18.05.1947,07.05.2021,73,Москва
"https://ru.wikipedia.org/wiki/%D0%95%D0%B3%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%98%D0%B3%D0%BE%D1%80%D0%B5%D0%B2%D0%B8%D1%87","Егин, Владислав Игоревич","Владислав Игоревич Ѐгин (13 апреля 1989, Москва — 11 мая 2021) — российский хоккеист, защитник. В КХЛ выступал за хоккейный клуб «Автомобилист»[1][2].",13.04.1989,11.05.2021,32,
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%B5%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Селезнев, Николай Николаевич","Никола́й Никола́евич Селезнев (18 мая 1971, Москва — 13 мая 2021, там же) — российский историк, востоковед, исследователь сирийской и арабо-христианской культур и специалист по истории и богословию Ассирийской церкви Востока. Доктор филологических наук, ведущий научный сотрудник института классического Востока и античности НИУ ВШЭ.",18.05.1971,13.05.2021,49,Москва
"https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC%D1%83%D0%BB%D0%B0%D0%B4%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0","Домуладжанова, Ольга Витальевна","Ольга Витальевна Домуладжанова (12 января 1969, Ташкент — 14 мая 2021[1]) — заслуженный мастер спорта России (женский бокс).",12.01.1969,14.05.2021,52,
"https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0","Проценко, Татьяна Анатольевна","Татья́на Анато́льевна Проце́нко (в замужестве Войтюк; 8 апреля 1968[1], Москва — 19 мая 2021, Москва) — советская актриса, известная по роли Мальвины в фильме «Приключения Буратино» (1975).",08.04.1968,19.05.2021,53,Москва
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D1%86%D0%BA%D0%B0%D1%8F,_%D0%9D%D0%B8%D0%BD%D0%B0_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0","Шацкая, Нина Сергеевна","Ни́на Серге́евна Ша́цкая (16 марта 1940[1], Москва — 23 мая 2021, Москва) — советская и российская актриса театра и кино; заслуженная артистка России (2008).",16.03.1940,23.05.2021,81,Москва
"https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%B8%D1%86%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%9D%D0%B0%D1%83%D0%BC%D0%BE%D0%B2%D0%B8%D1%87","Урицкий, Андрей Наумович","Андре́й Нау́мович Ури́цкий (25 апреля 1961, Ленинград — 27 мая 2021) — российский писатель, литературный критик.",25.04.1961,27.05.2021,60,
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B1%D1%83%D1%80%D0%BE%D0%B2%D0%B0,_%D0%9B%D0%BE%D1%80%D0%B8%D0%BD%D0%B0","Камбурова, Лорина","Лори́на Камбу́рова (болг. Лорина Камбурова, англ. Lorina Kamburova; 25 октября 1991[1], Варна — 27 мая 2021, Москва) — болгарская актриса и певица, известная по ролям в американских фильмах. Вокалистка группы Ross’N Lorina.",25.10.1991,27.05.2021,29,Москва
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B9%D0%BA%D0%B0%D0%BF%D0%B0%D1%80,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Майкапар, Александр Евгеньевич","Алекса́ндр Евге́ньевич Майкапа́р (4 декабря 1946, Москва — 1 июня 2021) — советский и российский пианист, клавесинист, органист, музыковед, искусствовед, переводчик. Профессор Российской академии музыки имени Гнесиных. Заслуженный артист Российской Федерации (1999). Внук Самуила Майкапара.",04.12.1946,01.06.2021,74,
https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D0%B8%D0%B9_(%D0%90%D1%84%D0%BE%D0%BD%D0%B8%D0%BD),Аркадий (Афонин),"Епи́скоп Арка́дий (в миру Александр Петрович Афонин; 15 июля 1943, село Чекалино, Сергиевский район, Куйбышевская область — 3 июня 2021) — епископ Русской православной церкви на покое, епископ Южно-Сахалинский и Курильский (1993—1997, 1999—2001), епископ Томский и Асиновский (1997—1998).",15.07.1943,03.06.2021,77,"село Чекалино, Сергиевский район, Куйбышевская область"
"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BD%D1%81%D0%BA%D0%BE%D0%B9,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87","Лонской, Валерий Яковлевич","Валерий Яковлевич Лонской (21 марта 1941, Хабаровск — 6 июня 2021, Москва) — советский и российский кинорежиссёр, сценарист и писатель. Народный артист Российской Федерации (2001).",21.03.1941,06.06.2021,80,Москва
"https://ru.wikipedia.org/wiki/%D0%A8%D0%BE%D0%B9%D0%B3%D1%83,_%D0%9B%D0%B0%D1%80%D0%B8%D1%81%D0%B0_%D0%9A%D1%83%D0%B6%D1%83%D0%B3%D0%B5%D1%82%D0%BE%D0%B2%D0%BD%D0%B0","Шойгу, Лариса Кужугетовна","Лари́са Кужуге́товна Шойгу́ (21 января 1953, Чадан, Тувинская автономная область, СССР — 10 июня 2021, Москва) — российский политик. Депутат Государственной думы V, VI и VII созывов (2007—2021), заместитель председателя комитета Госдумы по регламенту и организации работы Государственной думы с 2 декабря 2007 года по 10 июня 2021 года[1]. Член Генерального совета партии «Единая Россия»[2]. Заслуженный врач Российской Федерации.",21.01.1953,10.06.2021,68,Москва
"https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D1%8B%D0%B2%D0%B0%D0%B5%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Урываев, Сергей Александрович","Серге́й Алекса́ндрович Урыва́ев (8 декабря 1947, Ленинград — 12 июня 2021, Санкт-Петербург) — российский пианист и музыкальный педагог, профессор Санкт-Петербургской консерватории, заслуженный артист России (2003).",08.12.1947,12.06.2021,73,Санкт-Петербург
"https://ru.wikipedia.org/wiki/%D0%9B%D1%8B%D1%81%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Лысенко, Анатолий Григорьевич","Анато́лий Григо́рьевич Лысе́нко (14 апреля 1937, Винница, Винницкая область, Украинская ССР, СССР — 20 июня 2021, Москва, Россия) — советский и российский деятель телевидения, журналист, режиссёр, продюсер, сценарист. Генеральный директор АНО «Общественное телевидение России» (18 июля 2012 — 20 июня 2021). Заслуженный деятель искусств России (1999), Заслуженный журналист России (2018). Лауреат Государственной премии СССР (1978) и премии Правительства России (2014).",14.04.1937,20.06.2021,84,Москва
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87","Шевченко, Сергей Вячеславович","Сергей Вячеславович Шевченко (17 сентября 1975, Калининград — 20 июня 2021, Смоленск[1]) — российский футболист, нападающий, полузащитник.",17.09.1975,20.06.2021,45,Смоленск
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D0%BD%D0%B0%D1%80%D0%B4,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Севенард, Юрий Константинович","Ю́рий Константи́нович Севена́рд (29 июня 1935, Восточно-Казахстанская область — 23 июня 2021) — советский и российский гидростроитель, депутат Государственной думы Российской Федерации 1—2-го созывов.",29.06.1935,23.06.2021,85,
"https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87","Принц, Виктор Яковлевич","Ви́ктор Я́ковлевич Принц (21 апреля 1950, Тавда, Свердловская область[1] — 24 июня 2021, Новосибирск, Новосибирская область[2]) — советский и российский физик, доктор физико-математических наук (2005), член-корреспондент РАН (2019)[5][6]. Специалист в области полупроводников и нанотехнологий. Занимался вопросами диагностики и контроля качества многослойных структур[5]. Разработал технологию создания трёхмерных наноструктур из планарных гетероструктур[7], состоящих из полупроводников, металлов, диэлектриков[8] и двумерных материалов. Инициировал работы по созданию самоформирующихся массивов трёхмерных наноструктур: монокристаллических нанонитей и нанокристаллов со встроенными металлическими наноиглами[5][9].",21.04.1950,24.06.2021,71,Новосибирск
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BC%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%A0%D1%83%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Мамиконов, Георгий Рубенович","Георгий Рубенович Мамиконов (25 марта 1945, Москва — 28 июня 2021, там же) — советский и российский певец. Основатель и руководитель шоу-группы «Доктор Ватсон» (1985—2021). Заслуженный деятель искусств Российской Федерации (2006)[1]. Заслуженный артист Российской Федерации (1995)[2].",25.03.1945,28.06.2021,76,Москва
"https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D1%85%D0%BE%D1%8F%D0%BD,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%A0%D0%B0%D1%84%D0%B0%D1%8D%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Дохоян, Юрий Рафаэлович","Юрий Рафаэлович Дохоян (26 октября 1964, с. Зыряновка, Алтайский край — 1 июля 2021, Москва) — советский и российский шахматист. Мастер спорта СССР по шахматам (1983), гроссмейстер (1988). Шахматный тренер, заслуженный тренер России.",26.10.1964,01.07.2021,56,Москва
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B2%D0%B0%D1%81%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Квасников, Михаил Юрьевич","Михаил Юрьевич Квасников (21 августа 1970 года, Москва — 2 июля 2021 года, Москва) — российский учёный, специалист в области лакокрасочных материалов, один из ведущих специалистов в области электроосаждения, профессор, доктор технических наук.",21.08.1970,02.07.2021,50,Москва
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Константинов, Николай Николаевич",Никола́й Никола́евич Константи́нов (2 января 1932 — 3 июля 2021[1]) — советский и российский математик и педагог. Лауреат премии Правительства РФ в области образования (2008). Лауреат Премии Пола Эрдёша за выдающийся вклад в развитие математического образования (1992)[2].,02.01.1932,03.07.2021,89,
"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D0%B8%D0%BD,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Бабин, Николай Андреевич","Николай Андреевич Бабин (18 сентября 1944, Аромашево, Тюменская область — 3 июля 2021[1]) — российский государственный деятель, председатель Государственной Думы Ямало-Ненецкого автономного округа, член Совета Федерации от Ямало-Ненецкого автономного округа.",18.09.1944,03.07.2021,76,
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%BA%D0%B8%D0%B9,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Кательницкий, Иван Иванович","Иван Иванович Кательницкий (1946 — 4 июля 2021) — специалист в области сосудистой хирургии. Доктор медицинских наук, профессор. Заслуженный врач Российской Федерации. Заведующий кафедрой хирургии № 1 Ростовского медицинского университета. Член правления Всероссийского общества ангиологов и сосудистых хирургов и член исполкома ассоциации флебологов России.",01.01.1946,04.07.2021,75,
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BD%D1%8C%D1%88%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Меньшов, Владимир Валентинович","Влади́мир Валенти́нович Меньшо́в (17 сентября 1939, Баку — 5 июля 2021, Москва) — советский и российский актёр, кинорежиссёр, сценарист, продюсер, телеведущий, педагог; народный артист РСФСР (1989), лауреат Государственной премии СССР (1981), Государственной премии РСФСР имени Н. К. Крупской (1978) и премии Американской киноакадемии «Оскар»
в номинации «Лучший фильм на иностранном языке» за фильм «Москва слезам не верит» (1981). Председатель Общественного совета при ФСИН России (2010—2021).",17.09.1939,05.07.2021,81,Москва
"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D1%82%D0%BE%D1%80%D0%B3%D1%83%D0%B5%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Расторгуев, Валерий Николаевич","Вале́рий Никола́евич Расторгу́ев (8 сентября 1949, Калинин, СССР — 6 июля 2021, Москва, Россия [1]) — советский и российский философ и политолог.",08.09.1949,06.07.2021,71,Москва
"https://ru.wikipedia.org/wiki/%D0%97%D1%83%D0%B1%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%A0%D0%BE%D1%81%D1%82%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87","Зубковский, Сергей Ростиславович","Сергей Ростиславович Зубковский (25 октября 1938, Симферополь — 7 июля 2021, Владимир) — советский и российский композитор, пианист, заслуженный деятель искусств России, профессор Владимирского государственного университета, председатель творческого объединения композиторов Владимирской области.",25.10.1938,07.07.2021,82,Владимир
"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%BD%D0%B8%D1%80,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Кушнир, Алексей Михайлович","Алексей Михайлович Кушнир (19 ноября 1958, Карельская АССР — 9 июля 2021[1]) — руководитель издательского дома «Народное образование» и главный редактор одноимённого журнала (одного из старейших и известнейших в России) и ряда других изданий, в том числе созданных под его руководством и при участии. Известный учёный в области методик преподавания русского языка и ряда других предметов в начальной школе. После учёбы и стажировки в США в 1992—1993 гг. присвоена степень MBA по специальности «антикризисное управление».",19.11.1958,09.07.2021,62,
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%88%D0%B5%D0%BB%D0%BE%D1%85%D0%BE%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Кошелохов, Борис Николаевич","Борис Николаевич Кошелохов (1942, Златоуст — 11 июля 2021, Санкт-Петербург), известный в художественном Петербурге под прозвищем Боб[1] — советский и российский художник-авангардист.",01.01.1942,11.07.2021,79,Санкт-Петербург
"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Стефанович, Александр Борисович","Алекса́ндр Бори́сович Стефано́вич (13 декабря 1944, Ленинград — 13 июля 2021[1], Москва) — советский и российский кинорежиссёр, писатель, сценарист, актёр, заслуженный деятель искусств Российской Федерации (2003)[2].",13.12.1944,13.07.2021,76,Москва
"https://ru.wikipedia.org/wiki/%D0%92%D1%8F%D0%B7%D0%BC%D0%B8%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%9B%D1%8E%D0%B4%D0%BC%D0%B8%D0%BB%D0%B0_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0","Вязмитинова, Людмила Геннадьевна","Людмила Геннадьевна Вязмитинова (урожд. Зиновьева; 25 августа 1950, Москва — 14 июля 2021, Москва) — российский литературный критик и поэтесса[1].",25.08.1950,14.07.2021,70,Москва
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D0%B5%D1%80%D0%B8%D0%BD,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%98%D0%BB%D1%8C%D0%B8%D1%87","Микерин, Евгений Ильич","Евгений Ильич Микерин (3 января 1928, Ярославль — 15 июля 2021, Москва) — советский и российский учёный и промышленный деятель. Лауреат Ленинской премии и Государственной премии СССР.",03.01.1928,15.07.2021,93,Москва
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%9F%D1%91%D1%82%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Мамонов, Пётр Николаевич","Пётр Никола́евич Мамо́нов (14 апреля 1951, Москва — 15 июля 2021, там же) — советский и российский рок-музыкант, актёр, поэт и радиоведущий. Известен по музыкальной группе «Звуки Му», кинофильмам и моноспектаклям.",14.04.1951,15.07.2021,70,Москва
"https://ru.wikipedia.org/wiki/%D0%A9%D1%83%D0%BA%D0%B8%D0%BD,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%D0%BE%D0%B2%D0%B8%D1%87","Щукин, Александр Филиппович","Александр Филиппович Щукин (26 ноября 1950 года, Осинники, Кемеровская область, СССР — 19 июля 2021, Новокузнецк) — российский шахтёр, предприниматель и ранее один из совладельцев угольного холдинга  «Сибуглемет» до продажи компании и впоследствии контролировал Полосухинскую шахту, но после его ареста по обвинению в крупном мошенничестве и вымогательстве в 2016 году он потерял многие из своих сибирских активов и большую часть своего состояния, которое он ранее не переводил на Кипр и в Лондон. Расследование привело к обвинениям в мошенничестве в отношении Щукина и других важных региональных политиков, включая двух заместителей губернатора и главу областного Следственного комитета, и было передано в суд в ноябре 2018 года. Процесс продолжается. [1][2]",26.11.1950,19.07.2021,70,Новокузнецк
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D1%8C%D1%87%D1%83%D0%BA,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Сильчук, Геннадий Викторович","Геннадий Викторович Сильчук (Жаров) (13 июня 1949 — 20 июля 2021, Москва) — советский и российский певец, автор песен в жанре русский шансон.",13.06.1949,20.07.2021,72,Москва
"https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B4%D0%B5%D0%BF%D1%83%D1%82%D0%B0%D1%82)","Смирнов, Александр Александрович (депутат)","Александр Александрович Смирнов (26 апреля 1958, Коканд, Ферганская область — 21 июля 2021, Кисловодск, Ставропольский край) — российский политик, депутат Государственной думы 6 созыва (фракция ЛДПР), бывший вице-губернатор Петербурга.",26.04.1958,21.07.2021,63,Кисловодск
"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D1%88%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Богдашин, Владимир Иванович","Владимир Иванович Богдашин (14 марта 1952, Пугачёв, Саратовская область, РСФСР, СССР — 22 июля 2021, Москва, Россия) — советский и российский военачальник, контр-адмирал, Заслуженный специалист Вооружённых Сил СССР (1991).",14.03.1952,22.07.2021,69,Москва
https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%84%D0%BE%D0%B4%D0%B8%D0%B9_(%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2),Мефодий (Петров),"Архимандрит Мефодий (в миру Ве́нко Пе́тров; 16 февраля 1961 (1961-02-16), село Баняне, Скопска-Црна-Гора, Македония, СФРЮ — 22 июля 2021, Санкт-Петербург, Россия) — священнослужитель Русской православной церкви, архимандрит.",16.02.1961,22.07.2021,60,Санкт-Петербург
"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%83%D0%BB%D0%B8%D0%BD,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Барулин, Александр Николаевич","Алекса́ндр Никола́евич Бару́лин (17 ноября 1944 — 24 июля 2021, Москва) — советский и российский лингвист, семиотик, организатор и первый декан Факультета теоретической и прикладной лингвистики Российского государственного гуманитарного университета[1][2], кандидат филологических наук (1985), доцент (1993).",17.11.1944,24.07.2021,76,Москва
"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%93%D0%B0%D1%80%D1%80%D0%B8%D0%BD%D0%B0%D0%BB%D1%8C%D0%B4_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Немировский, Гарринальд Михайлович","Гарринальд Михайлович Немировский (12 октября 1935, Симферополь — 29 июля 2021, Крым) — советский, украинский и российский спортивный журналист. Судья международной и всесоюзной категории по лёгкой атлетике и велоспорту, участник Олимпийских игр, чемпионатов мира и Европы. Постоянный летописец и собиратель статистики футбольного клуба «Таврия». Заслуженный журналист Украины и Автономной Республики Крым.",12.10.1935,29.07.2021,85,Крым
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BF%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Шаповалов, Валерий Евгеньевич","Вале́рий Евге́ньевич Шапова́лов (14 августа 1950, Москва — 2 августа 2021, Москва) — советский и российский исполнитель песен, музыкант.",14.08.1950,02.08.2021,70,Москва
"https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%9A%D0%BB%D0%B8%D0%BC_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Сулимов, Клим Тимофеевич","Клим Тимофе́евич Сули́мов (19 февраля 1931, Москва — 5 августа 2021, Москва) — советский и российский биолог. Специалист в области одорологии и кинологии, автор породы шалайка (предыдущее название — собака Сулимова).",19.02.1931,05.08.2021,90,Москва
