urls,names,bio,birth,death,age,place
"https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%80%D0%B0%D1%82%D1%8F%D0%BD,_%D0%90%D1%80%D0%BF%D0%B8%D0%BA_%D0%90%D1%88%D0%BE%D1%82%D0%BE%D0%B2%D0%BD%D0%B0","Асратян, Арпик Ашотовна","Арпик Ашотовна Асратян (арм. Հասրաթյան Արփիկ Աշոտի; 25 июня 1950, Ереван — 27 марта 2020, Москва[1]) — советский и российский эпидемиолог, вирусолог, инфекционист, специалист в области вирусных гепатитов, доктор медицинских наук, профессор.",25.06.1950,27.03.2020,69,Москва
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B4%D0%B0%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%A5%D0%B0%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87","Синдаловский, Григорий Хаимович",Григо́рий Ха́имович Синдало́вский (7 февраля 1928 (1928-02-07) — 7 апреля 2020) — советский и российский математик.,07.02.1928,07.04.2020,92,
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D1%80%D1%8F%D0%BD,_%D0%9C%D0%B8%D1%88%D0%B8%D0%BA_%D0%90%D0%B9%D1%80%D0%B0%D0%B7%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87","Казарян, Мишик Айразатович","Мишик Айразатович Казарян (28 февраля 1948, Раздан — 7 апреля 2020, Москва[1]) — советский и российский физик, крупный специалист в области лазерной физики и оптики. Доктор физико-математических наук, профессор. Лауреат Государственной премии СССР в области науки и техники (1980), иностранный член Национальной академии наук Республики Армения[2]. Создатель самого яркого импульсно-периодического лазера для видимой области спектра.",28.02.1948,07.04.2020,72,Москва
"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87","Радов, Александр Георгиевич","Алекса́ндр Гео́ргиевич Ра́дов (Вельш) (23 июля 1940 (1940-07-23), Ленинград — 16 апреля 2020, Москва) — советский и российский кинорежиссёр, сценарист, продюсер, журналист. Академик Международной академии телевидения и радио, член Союза писателей.",23.07.1940,16.04.2020,79,Москва
"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Харченко, Владимир Петрович","Влади́мир Петро́вич Харченко (18 сентября[1] 1934, Крым — 19 апреля 2020[2], Москва) — советский и российский учёный-медик, хирург-онколог. Академик РАН (2013), РАМН (2000, член-корреспондент с 1995)[3], доктор медицинских наук, профессор (1985), заведующий кафедрой РУДН. В 1987—2009 годах — директор Российского научного центра рентгенорадиологии (РНЦРР), в последние годы жизни его научный руководитель. Являлся главным радиологом России.",18.09.1934,19.04.2020,85,Москва
"https://ru.wikipedia.org/wiki/%D0%92%D1%83%D1%81%D1%82%D0%B8%D0%BD,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B8%D1%87","Вустин, Александр Кузьмич","Алекса́ндр Кузьми́ч Ву́стин (24 апреля 1943, Москва[2] — 19 апреля 2020[1], Москва) — советский и российский композитор.",24.04.1943,19.04.2020,76,Москва
"https://ru.wikipedia.org/wiki/%D0%A9%D1%91%D0%B3%D0%BE%D0%BB%D0%B5%D0%B2,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Щёголев, Иван Александрович","Иван Александрович Щёголев (3 февраля 1961, Кемерово — 20 апреля 2020, Москва[1]) — российский кинорежиссёр, сценарист и актёр.",03.02.1961,20.04.2020,59,Москва
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8C%D0%BA%D0%B0,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Колька, Василий Васильевич","Василий Васильевич Колька (4 октября 1957, Виноградов, Закарпатская область — 23 апреля 2020[1], Мурманск) — российский учёный-геолог, заведующий лабораторией геологии и минерагении новейших отложений Геологического института КНЦ РАН, исследователь Кольского полуострова и Карелии, специализировался в геологии отложений четвертичного периода[2].",04.10.1957,23.04.2020,62,Мурманск
"https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BD%D1%87%D0%B0%D1%80%D0%BE%D0%B2,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Гончаров, Игорь Борисович","Игорь Борисович Гончаров (6 августа 1939, Москва — 24 апреля 2020, там же[1]) — советский и российский учёный-медик.
Доктор медицинских наук, профессор, сотрудник Государственного научного центра РФ Института медико-биологических проблем (ИМБП) РАН.
Заслуженный врач Российской Федерации (1996)[2].",06.08.1939,24.04.2020,80,Москва
https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D0%B8%D0%B0%D0%BC%D0%B8%D0%BD_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%91%D0%B2),Вениамин (Королёв),"Епи́скоп Вениами́н (в миру Ви́ктор Анато́льевич Королёв; 26 октября 1965, село Верхососенье, Покровский район, Орловская область — 26 апреля 2020, Курск) — епископ Русской православной церкви, епископ Железногорский и Льговский (2012—2020).",26.10.1965,26.04.2020,54,Курск
"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Шувалов, Валерий Павлович","Вале́рий Па́влович Шува́лов (12 августа 1939, СССР — 4 мая 2020[1], Москва, Россия) — советский и российский кинооператор, заслуженный деятель искусств России (1992)[2].",12.08.1939,04.05.2020,80,Москва
https://ru.wikipedia.org/wiki/%D0%98%D0%BE%D0%BD%D0%B0_(%D0%9A%D0%B0%D1%80%D0%BF%D1%83%D1%85%D0%B8%D0%BD),Иона (Карпухин),"Митрополит Ио́на (в миру Ю́рий Алексе́евич Карпу́хин; 13 июня 1941, Москва — 4 мая 2020, там же) — архиерей Русской православной церкви, бывший митрополит Астраханский и Камызякский.",13.06.1941,04.05.2020,78,Москва
"https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D1%85%D0%BE%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Пархоменко, Павел Павлович","Па́вел Па́влович Пархо́менко (9 февраля 1923, Нежин — 5 мая 2020[1]) — советский и российский учёный, специалист в области технической диагностики и теории дискретных устройств, доктор технических наук, профессор, член-корреспондент АН СССР (1984), основатель и заведующий (1964—1993) лаборатории технической диагностики и отказоустойчивости Института проблем управления РАН[2], главный научный сотрудник ИПУ РАН. Автор более 100 научных работ, изобретений, патентов, внедрений в области технической диагностики и методов анализа и синтеза дискретных устройств.",09.02.1923,05.05.2020,97,
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D1%80%D0%B8%D0%BD,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Микрин, Евгений Анатольевич","Евге́ний Анато́льевич Ми́крин (15 октября 1955, Лебедянь, Липецкая область — 5 мая 2020[1], Москва) — советский и российский учёный в области механики и процессов управления космическими аппаратами, конструктор ракетно-космической техники. Академик РАН (2011), член Президиума РАН (2017). Генеральный конструктор пилотируемых программ РФ, генеральный конструктор ПАО РКК «Энергия» имени С. П. Королёва.",15.10.1955,05.05.2020,64,Москва
https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B2%D1%80%D0%BE%D1%81%D0%B8%D0%B9_(%D0%AE%D1%80%D0%B0%D1%81%D0%BE%D0%B2),Амвросий (Юрасов),"Архимандри́т Амвро́сий (в миру Алекса́ндр Игна́тьевич Юра́сов; 8 сентября или 10 сентября[1]. 1938, село Огни, Алтайский край — 7 мая 2020, Россия) — священнослужитель Русской православной церкви, проповедник и писатель, духовник православного общества «Радонеж». Основатель (1991) и духовный руководитель Введенского женского монастыря в Иванове.",08.09.1938,07.05.2020,81,Россия
"https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B5%D0%B2%D0%BE%D0%B9,_%D0%93%D0%B0%D1%80%D0%B8%D0%B9_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Горевой, Гарий Семёнович","Га́рий Семёнович Горево́й (16 июня 1939[1], Москва — 9 мая 2020, Тверь) — ветеран Вооружённых сил, кандидат технических наук (1974), доцент кафедры туризма и природопользования ТвГУ[2], мастер спорта СССР по туризму (1989), действительный член Русского Географического общества, член Ассоциации Тверских землячеств[3].
Заместитель председателя Тверского военно-исторического интернет-центра[4].",16.06.1939,09.05.2020,80,Тверь
"https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BD%D0%B1%D0%B5%D1%80%D0%B3,_%D0%AD%D1%80%D0%BD%D0%B5%D1%81%D1%82_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Винберг, Эрнест Борисович","Эрне́ст Бори́сович Ви́нберг (26 июля 1937, Москва — 12 мая 2020[3], там же) — советский и российский математик, доктор физико-математических наук (1984), профессор кафедры высшей алгебры МГУ (1990), профессор Независимого московского университета (1991), заслуженный профессор МГУ. Специалист в области высшей алгебры, теории групп Ли, теории инвариантов[4].",26.07.1937,12.05.2020,82,Москва
"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D0%BE%D0%BC%D0%B0%D1%80%D0%BE%D0%B2,_%D0%9C%D0%B0%D0%B3%D0%BE%D0%BC%D0%B5%D0%B4_%D0%90%D0%BB%D0%B8%D0%BE%D0%BC%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Алиомаров, Магомед Алиомарович","Магомед Алиомарович Алиомаров (29 мая 1952, Тлярош, Чародинский район, Дагестанская АССР, РСФСР, СССР — 13 мая 2020 Махачкала, Дагестан, Россия) — советский борец, советский и российский тренер по борьбе, главный тренер женской сборной России по борьбе (2019—2020). Заслуженный тренер России.",29.05.1952,13.05.2020,67,Махачкала
"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%B4%D0%B5%D0%B3%D0%BE%D0%B2,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%95%D0%B2%D0%B3%D1%80%D0%B0%D1%84%D0%BE%D0%B2%D0%B8%D1%87","Шудегов, Виктор Евграфович","Ви́ктор Евгра́фович Шуде́гов (5 декабря 1952, Тортым[d], Удмуртская АССР — 16 мая 2020, Удмуртия[1]) — российский политический деятель и учёный-физик.
Председатель Комитета по науке, культуре, образованию, здравоохранению и экологии Совета Федерации Федерального Собрания Российской Федерации.
Депутат Государственной Думы Федерального Собрания Российской Федерации V и VI созыва.
Заместитель председателя Комитета Государственной Думы Российской Федерации по образованию. 
Председатель Совета регионального отделения партии «Справедливая Россия» в Удмуртской Республике с декабря 2006 года.",05.12.1952,16.05.2020,67,Удмуртия
"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9,_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Белый, Вячеслав Владимирович","Вячеслав Владимирович Белый (1 августа 1945, Термез — 20 мая 2020, Москва) — советский и российский физик, доктор физико-математических наук, лауреат Государственной премии РСФСР (1991, совместно с Ириной Веретенникофф и Юрием Климонтовичем), главный научный сотрудник ИЗМИРАНа, специалист по исследованиям нестационарных явлений в ионосфере радиофизическими методами.",01.08.1945,20.05.2020,74,Москва
"https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D1%80%D1%80%D0%BE%D0%BD%D0%B8,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%AD%D0%BD%D1%80%D0%B8%D0%BA%D0%BE%D0%B2%D0%B8%D1%87","Феррони, Виктор Энрикович","Виктор Энрикович Феррони (1 сентября 1938 — 24 мая 2020, Москва, Россия[1]) — цирковой акробат-прыгун, клоун, жонглёр, музыкальный эксцентрик, сын Энрико Орациевича Феррони.",01.09.1938,24.05.2020,81,Москва
"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BF%D1%83%D1%85%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Лопухин, Владимир Михайлович","Влади́мир Миха́йлович Лопухи́н (23 мая 1952, Москва — 25 мая 2020, там же[2]) — советский экономист, министр топлива и энергетики Российской Федерации (1991—1992), великий мастер Русской великой регулярной ложи (2001—2007), великий командор Верховного совета Российской федерации Древнего и принятого шотландского устава (2008—2015).",23.05.1952,25.05.2020,68,Москва
"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%81%D0%BF%D0%B0%D1%80%D0%BE%D0%B2,_%D0%A1%D0%B0%D0%BC%D0%B2%D0%B5%D0%BB_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Гаспаров, Самвел Владимирович","Самвел Владимирович Гаспа́ров (арм. Սամվել Վլադիմիրի Գասպարով; 7 июня 1938, Тбилиси — 26 мая 2020[1], Москва[1]) — советский и российский кинорежиссёр.",07.06.1938,26.05.2020,81,Москва
"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%BC%D1%83%D1%81%D0%BE%D0%B2,_%D0%AE%D0%BB%D1%8C%D0%B5%D0%BD_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Балмусов, Юльен Сергеевич","Юлье́н Серге́евич Ба́лмусов (6 июля 1940 (1940-07-06), Москва, СССР — 29 мая 2020, там же, РФ) — советский и российский актёр театра и кино. Заслуженный артист РСФСР (1982). Народный артист РФ (2002). Лауреат Государственной премии РСФСР имени К. С. Станиславского (1985).",06.07.1940,29.05.2020,79,Москва
https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D0%BD%D0%B0%D0%B2%D0%B0_(%D0%9A%D0%B5%D0%B4%D1%80%D0%BE%D0%B2),Варнава (Кедров),"Митрополи́т Варна́ва (в миру Влади́мир Ви́кторович Ке́дров; 21 апреля 1931, село Высокое, Рязанский район, Рязанская область, СССР — 1 июня 2020, Чебоксары, Россия) — епископ Русской православной церкви. Митрополит Чебоксарский и Чувашский (1976—2020). Глава Чувашской митрополии (2012—2020). Лауреат Государственной премии Российской Федерации (2000).",21.04.1931,01.06.2020,89,Чебоксары
"https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D1%83%D1%88%D0%BA%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Трушкин, Анатолий Алексеевич","Анато́лий Алексе́евич Тру́шкин (28 октября 1941, Челябинск — 9 июня 2020, Москва[1]) — советский и российский писатель-сатирик, сценарист и телеведущий.",28.10.1941,09.06.2020,78,Москва
https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B0%D1%84%D0%B8%D0%BC_(%D0%93%D0%BB%D1%83%D1%88%D0%B0%D0%BA%D0%BE%D0%B2),Серафим (Глушаков),"Епи́скоп Серафи́м (в миру Фёдор Миха́йлович Глушако́в; 19 марта 1969, Караганда, Казахская ССР — 9 июня 2020, Самара) — епископ Русской православной церкви на покое[1], бывший епископ Анадырский и Чукотский (2011—2015).",19.03.1969,09.06.2020,51,Самара
"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87_(%D1%80%D0%B5%D0%B6%D0%B8%D1%81%D1%81%D1%91%D1%80)","Васильев, Андрей Юрьевич (режиссёр)","Андре́й Ю́рьевич Васи́льев (16 октября 1960, Свердловск, СССР — 10 июня 2020, Химки, Московская область) — российский писатель, драматург, актёр, режиссёр, педагог[1].",16.10.1960,10.06.2020,59,Химки
"https://ru.wikipedia.org/wiki/%D0%90%D1%8E%D0%BF%D0%BE%D0%B2,_%D0%90%D0%B1%D1%80%D0%B5%D0%BA_%D0%98%D0%B4%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Аюпов, Абрек Идрисович","Абрек Идрисович Аюпов (22 февраля 1936, Юдинский район, Татарская АССР, РСФСР, СССР — 12 июня 2020, Москва) — советский и российский военачальник, учёный в области испытаний авиационной техники, вооружения и системных исследований в авиации. Заместитель главнокомандующего ВВС по вооружению — начальник вооружения (1989—1995).",22.02.1936,12.06.2020,84,Москва
"https://ru.wikipedia.org/wiki/%D0%9E%D0%BD%D0%B4%D0%B0%D1%80,_%D0%A7%D1%8B%D0%BB%D0%B3%D1%8B%D1%87%D1%8B_%D0%A7%D0%B8%D0%BC%D0%B8%D1%82-%D0%94%D0%BE%D1%80%D0%B6%D1%83%D0%B5%D0%B2%D0%B8%D1%87","Ондар, Чылгычы Чимит-Доржуевич","Чылгычы Чимит-Доржуевич Ондар (16 ноября 1955 — 12 июня 2020[1]) — тувинский драматург, депутат Государственной думы третьего и четвёртого созывов.",16.11.1955,12.06.2020,64,
"https://ru.wikipedia.org/wiki/%D0%98%D0%B3%D0%BD%D0%B0%D1%82%D1%8C%D0%B5%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Игнатьев, Михаил Васильевич","Михаи́л Васи́льевич Игна́тьев (8 января 1962, д. Малые Торханы, Чебоксарский район, Чувашская АССР, РСФСР, СССР — 18 июня 2020, Санкт-Петербург, Россия[2]) — российский государственный и политический деятель. Глава Чувашской Республики (2010—2020).",08.01.1962,18.06.2020,58,Санкт-Петербург
"https://ru.wikipedia.org/wiki/%D0%A3%D1%82%D0%BA%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BA,_1944%E2%80%942020)","Уткин, Анатолий Иванович (историк, 1944—2020)","Анато́лий Ива́нович У́ткин (5 июня 1944, Москва — 21 июня 2020, Москва) — советский и российский историк, специалист в области политической истории России. Доктор исторических наук (1990), профессор (1994). Заведующий кафедрой истории ИППК МГУ.",05.06.1944,21.06.2020,76,Москва
https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B0%D0%BC%D0%B1%D0%B5%D0%BB_%D0%9B%D0%BE%D0%B4%D0%BE%D0%B9,Джамбел Лодой,"Джамбел Лодой (в миру — Апыш-оол Шууракаевич Сат; 21 августа 1975 — 23 июня 2020) — российский религиозный деятель, Верховный лама (Камбы-лама) Тывы (2005—2010, 2019—2020)[1].",21.08.1975,23.06.2020,44,
"https://ru.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D1%82%D1%83%D0%B5%D0%B2,_%D0%A1%D0%B0%D0%BB%D0%B8%D1%85_%D0%A1%D1%83%D0%BB%D1%82%D0%B0%D0%BD%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B8%D1%87","Гуртуев, Салих Султанбекович","Салих Султанбекович Гуртуев (1938, Белая Речка, Кабардино-Балкария — 26 июня 2020, Нальчик) — балкарский поэт и переводчик. Народный поэт Кабардино-Балкарской Республики, автор более 25 книг поэзии, литературных эссе и переводов. За перевод на балкарский язык поэмы «Витязь в тигровой шкуре»  удостоен звания «Почётный гражданин города Тбилиси» (2011)[1][2][3].",01.01.1938,26.06.2020,82,Нальчик
"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D1%83%D1%81%D1%82%D0%B8%D0%BD,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%93%D0%B8%D1%80%D1%88%D0%B5%D0%B2%D0%B8%D1%87","Капустин, Николай Гиршевич","Никола́й Ги́ршевич Капу́стин (22 ноября 1937, Горловка, УССР, СССР — 2 июля 2020, Москва)[1] — советский и российский композитор, джазовый пианист.",22.11.1937,02.07.2020,82,Москва
"https://ru.wikipedia.org/wiki/%D0%9D%D1%83%D1%80%D0%BC%D0%B0%D0%B3%D0%BE%D0%BC%D0%B5%D0%B4%D0%BE%D0%B2,_%D0%90%D0%B1%D0%B4%D1%83%D0%BB%D0%BC%D0%B0%D0%BD%D0%B0%D0%BF_%D0%9C%D0%B0%D0%B3%D0%BE%D0%BC%D0%B5%D0%B4%D0%BE%D0%B2%D0%B8%D1%87","Нурмагомедов, Абдулманап Магомедович","Абдулмана́п Магоме́дович Нурмагоме́дов (авар. ГӀабдулманап НурмухӀамадов; 10 декабря 1962, Сильди, Цумадинский район, Дагестанская АССР, СССР — 3 июля 2020, Москва, Россия) — советский и российский спортсмен, тренер, мастер спорта СССР по вольной борьбе. Заслуженный тренер России, старший тренер сборной команды республики Дагестан по боевому самбо. Чемпион Украины по дзюдо и самбо. Отец и тренер чемпиона UFC в легком весе Хабиба Нурмагомедова.",10.12.1962,03.07.2020,57,Москва
"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B9%D0%BD%D0%B5%D0%BD%D1%81%D0%BE%D0%BD,_%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D0%B8%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Бейненсон, Аркадий Владимирович","Арка́дий Влади́мирович Бейненсо́н (30 июля 1975, Москва — 12 июля 2020, Москва) — российский журналист, ведущий (до 2012 года) программы «Сетевой дозор», координатор (до апреля 2014 года) проекта «Окно в Россию».",30.07.1975,12.07.2020,44,Москва
"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A6%D0%B5%D0%B7%D0%B0%D1%80%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Короленко, Цезарь Петрович","Це́зарь Петро́вич Короле́нко (3 октября 1933, Брест-над-Бугом, Польша — 14 июля 2020, Новосибирск[1]) — советский и российский психиатр, психотерапевт, доктор медицинских наук, профессор, заслуженный деятель науки Российской Федерации (2002), член-корреспондент СО РАН высшей школы, член секции транскультуральной психиатрии Всемирной психиатрической ассоциации ВОЗ, действительный член Нью-Йоркской академии наук, почётный профессор Новосибирского государственного медицинского университета[2], член редколлегии журнала «Антропология и медицина» (Лондон)[3].",03.10.1933,14.07.2020,86,Новосибирск
"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D1%85,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Черных, Игорь Анатольевич","И́горь Анато́льевич Черны́х (12 июня 1932 года, СССР — 15 июля 2020 года, Россия) — кинооператор-постановщик киностудии «Мосфильм». Заслуженный деятель искусств РСФСР (1988).",12.06.1932,15.07.2020,88,Россия
"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%BE%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87","Боголюбов, Александр Акимович","Александр Акимович Боголюбов (29 декабря 1934, Москва, СССР — 20 июля 2020[1], там же, Россия) — советский режиссёр кино- и мультипликационных фильмов.",29.12.1934,20.07.2020,85,Москва
https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%BB%D0%BE%D0%B3%D0%B8%D0%B9_(%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2),Евлогий (Смирнов),"Митрополи́т Евло́гий (в миру Ю́рий Васи́льевич Смирно́в; 13 января 1937, Кемерово, Западно-Сибирский край — 22 июля 2020[1], Москва) — епископ Русской православной церкви, митрополит Владимирский и Суздальский (1990—2018); доктор богословия (2014), Почётный гражданин города Владимира (2006)[2] и Владимирской области (2017)[3].",13.01.1937,22.07.2020,83,Москва
"https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%85%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Брюханов, Валерий Михайлович","Валерий Михайлович Брюханов (1 января 1945, Барнаул, Российская Федерация — 2 августа 2020[1]) — российский нефролог, доктор медицинских наук, профессор Алтайского государственного медицинского университета[2].",01.01.1945,02.08.2020,75,
https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%B8%D0%B4%D0%BE%D1%80_(%D0%9A%D0%B8%D1%80%D0%B8%D1%87%D0%B5%D0%BD%D0%BA%D0%BE),Исидор (Кириченко),"Митрополи́т Иси́дор (в миру Николай Васильевич Кириченко; 25 мая 1941, Веймарн, Ленинградская область — 8 августа 2020, Краснодар) — епископ Русской православной церкви. Митрополит Екатеринодарский и Кубанский (1987—2020). Председатель Церковного суда Русской православной церкви (26 июня 2008 — 8 августа 2020).",25.05.1941,08.08.2020,79,Краснодар
"https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87","Никонов, Владимир Леонидович","Влади́мир Леонидович Ни́конов (28 ноября 1937, Москва — 25 августа 2020) — советский солист балета, балетный педагог. Заслуженный артист РСФСР (1968), народный артист РСФСР (1976)[1].",28.11.1937,25.08.2020,82,
