urls,names,bio,birth,death,place
"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%BE%D0%BB%D1%8F%D1%80%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Столяров, Александр Леонтьевич","Александр Леонтьевич Столяров (20 сентября 1945 — 11 декабря 2020) — солист ансамбля песни и пляски ТОФ, заслуженный артист РСФСР (1985), народный артист РФ (2000).",20 сентября 1945(1945-09-20),11 декабря 2020(2020-12-11) (75 лет),"Владивосток, Россия"
"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D1%85%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Страхов, Геннадий Николаевич","Геннадий Николаевич Страхов (1 ноября 1944 (1944-11-01), Москва, РСФСР, СССР — 30 декабря 2020, Москва, Россия[1]) — советский борец вольного стиля, серебряный призёр олимпийских игр, чемпион мира, двукратный чемпион Европы, неоднократный чемпион и призёр чемпионатов СССР. Заслуженный мастер спорта СССР (1970)[2].",мужской,спортивная борьба[d],"ЦСКА, Москва"
"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D0%B5%D1%86%D0%BA%D0%B8%D0%B9,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Студенецкий, Михаил Владимирович",,разыгрывающий защитник,СССР,16 марта 1934(1934-03-16)
"https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%9A%D0%BB%D0%B8%D0%BC_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Сулимов, Клим Тимофеевич","Клим Тимофе́евич Сули́мов (19 февраля 1931, Москва — 5 августа 2021, Москва) — советский и российский биолог. Специалист в области одорологии и кинологии, автор породы шалайка (предыдущее название — собака Сулимова).",,,
"https://ru.wikipedia.org/wiki/%D0%A1%D1%8B%D1%80%D1%87%D0%B8%D0%BD,_%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87","Сырчин, Павел Леонидович","Павел Леонидович Сырчин (7 ноября 1957, Губаха — 24 октября 2020, Пермь) — советский тяжелоатлет, чемпион СССР (1979), серебряный призёр чемпионата Европы (1979), чемпион мира (1979). Заслуженный мастер спорта СССР (1979).",мужской,тяжёлая атлетика,7 ноября 1957(1957-11-07)
"https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D1%80%D0%B0%D1%81%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B5%D0%B4%D0%B8%D0%BA)","Тарасов, Николай Иванович (медик)","Николай Иванович Тарасов (17 декабря 1933, Мартино, Уральская область — 17 октября 2020, Челябинск) — советский и российский учёный-хирург и уролог, педагог и организатор науки, доктор медицинских наук (1979), профессор (1984). Заслуженный деятель науки Российской Федерации (1997). Почётный гражданин Челябинска (2009). Основатель и первый ректор УГМАДО (1981—2001).",17 декабря 1933(1933-12-17),17 октября 2020(2020-10-17) (86 лет),"Челябинск, Россия"
"https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D1%82%D1%8C%D1%8F%D0%BA%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B3%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB-%D0%BC%D0%B0%D0%B9%D0%BE%D1%80)","Третьяков, Валерий Михайлович (генерал-майор)","Валерий Михайлович Третьяков (5 сентября 1944, Омск — 13 октября 2020, Челябинск) — сотрудник органов госбезопасности, народный депутат Верховного Совета Казахской ССР XII созыва (1990–1991), генерал-майор.",,Андрей Сергеевич Андриянов,должность переименована
"https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D1%84%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Трифонов, Геннадий Фёдорович","Геннадий Фёдорович Три́фонов (10 ноября 1938, Чебоксарский район, Чувашская АССР — 15 декабря 2020[1], Чебоксары, Чувашская Республика) — советский и российский философ и историк геологии, кандидат геолого-минералогических наук (1972), доктор философских наук (1997), профессор (2000)[2], специалист по вопросам философии науки[3].",10 ноября 1938(1938-11-10),15 декабря 2020(2020-12-15)[1] (82 года),"Чебоксары, Чувашская Республика, Россия"
"https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D1%83%D1%88%D0%BA%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Трушкин, Анатолий Алексеевич","Анато́лий Алексе́евич Тру́шкин (28 октября 1941, Челябинск — 9 июня 2020, Москва[1]) — советский и российский писатель-сатирик, сценарист и телеведущий.",28 октября 1941(1941-10-28),9 июня 2020(2020-06-09) (78 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D0%B7%D0%BE%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Тузов, Юрий Васильевич","Юрий Васильевич Тузо́в (26 мая 1953, Новоалександровская, Ставропольский край — 15 декабря 2020, Мытищи, Московская область) — российский актёр театра и кино. Член Союза кинематографистов Российской Федерации (с 2019).",26 мая 1953(1953-05-26),15 декабря 2020(2020-12-15) (67 лет),"Мытищи, Московская область, Россия"
"https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%B8%D1%86%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%9D%D0%B0%D1%83%D0%BC%D0%BE%D0%B2%D0%B8%D1%87","Урицкий, Андрей Наумович","Андре́й Нау́мович Ури́цкий (25 апреля 1961, Ленинград — 27 мая 2021) — российский писатель, литературный критик.",25 апреля 1961(1961-04-25),27 мая 2021(2021-05-27) (60 лет),СССР Россия
"https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D1%8B%D0%B2%D0%B0%D0%B5%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Урываев, Сергей Александрович","Серге́й Алекса́ндрович Урыва́ев (8 декабря 1947, Ленинград — 12 июня 2021, Санкт-Петербург) — российский пианист и музыкальный педагог, профессор Санкт-Петербургской консерватории, заслуженный артист России (2003).",8 декабря 1947(1947-12-08),12 июня 2021(2021-06-12) (73 года),"Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%A3%D1%82%D0%BA%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BA,_1944%E2%80%942020)","Уткин, Анатолий Иванович (историк, 1944—2020)","Анато́лий Ива́нович У́ткин (5 июня 1944, Москва — 21 июня 2020, Москва) — советский и российский историк, специалист в области политической истории России. Доктор исторических наук (1990), профессор (1994). Заведующий кафедрой истории ИППК МГУ.",5 июня 1944(1944-06-05),21 июня 2020(2020-06-21) (76 лет),Москва (РФ)
https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BE%D1%84%D0%B0%D0%BD_(%D0%90%D1%88%D1%83%D1%80%D0%BA%D0%BE%D0%B2),Феофан (Ашурков),"Митрополи́т Феофа́н (в миру Ива́н Андре́евич Ашурко́в; 21 мая 1947, Дмитриев-Льговский, Курская область, РСФСР, СССР — 20 ноября 2020, Москва, Россия) — епископ Русской православной церкви, митрополит Казанский и Татарстанский (2015—2020). Ранее последовательно занимал ряд иных архиерейских кафедр в России, в 1993—1999 годы заместитель председателя Отдела внешних церковных сношений Московского патриархата. Член Общественной палаты Российской Федерации в 2006—2010 годах.",13 июля 2015 — 20 ноября 2020,Анастасий (Меткин),"Иоанн (Тимофеев) (в/у),Кирилл (Наконечный)"
"https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D1%80%D1%80%D0%BE%D0%BD%D0%B8,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%AD%D0%BD%D1%80%D0%B8%D0%BA%D0%BE%D0%B2%D0%B8%D1%87","Феррони, Виктор Энрикович","Виктор Энрикович Феррони (1 сентября 1938 — 24 мая 2020, Москва, Россия[1]) — цирковой акробат-прыгун, клоун, жонглёр, музыкальный эксцентрик, сын Энрико Орациевича Феррони.",,,
"https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B4%D0%B0%D1%80%D0%BE%D0%B2,_%D0%90%D1%81%D0%BB%D0%B0%D0%BD_%D0%AD%D0%B4%D0%B8%D0%BA%D0%BE%D0%B2%D0%B8%D1%87","Фидаров, Аслан Эдикович","Заслуженный тренер России 2018г., Отличник физической культуры и спорта РФ, Мастер спорта СССР, Мастер спорта международного класса РФ",4 мая 1973(1973-05-04),8 декабря 2020(2020-12-08)[1] (47 лет),РФ
"https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%BB%D0%B0%D1%82%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B5%D0%B4%D0%B8%D0%BA)","Филатов, Николай Николаевич (медик)","Никола́й Никола́евич Фила́тов (28 мая 1954, Северо-Задонск — 4 февраля 2021, Москва[1]) — советский и российский учёный, профессор, доктор медицинских наук, член-корреспондент РАН c 2016 года. Заместитель директора по науке НИИ вакцин и сывороток имени Мечникова, заведующий кафедрой эпидемиологии Сеченовского университета. С конца 1980-х годов до 2012 года — главный санитарный врач Москвы[1][2].",28 мая 1954(1954-05-28),4 февраля 2021(2021-02-04) (66 лет),СССР Россия
"https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%BB%D0%B8%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%93%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0","Филимонова, Галина Ивановна","Галина Ивановна Филимонова (15 октября 1944, Ленинград — 31 октября 2020, Санкт-Петербург) — актриса театра и кино, заслуженная артистка России (1993)[1].",15 октября 1944(1944-10-15),31 октября 2020(2020-10-31) (76 лет),"Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D1%80%D1%82%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Фортов, Владимир Евгеньевич","Влади́мир Евге́ньевич Фо́ртов (23 января 1946, Ногинск, Московская область — 29 ноября 2020, Москва) — советский и российский физик, академик РАН (1991, член-корреспондент АН СССР с 1987). Президент Российской академии наук с 29 мая 2013 по 23 марта 2017.",23 января 1946(1946-01-23),29 ноября 2020(2020-11-29) (74 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B5%D0%B7%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87","Фрезинский, Борис Яковлевич",премия журнала «Вопросы литературы» (1998),10 января 1941(1941-01-10),3 декабря 2020(2020-12-03) (79 лет),"Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%94%D0%B0%D0%BD%D0%B8%D0%BB_%D0%A2%D0%B0%D1%85%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Халимов, Данил Тахирович","Данил Тахирович Халимов (6 июля 1978 — 15 октября 2020[1]) — казахстанский борец греко-римского стиля, призёр чемпионата Азии. Мастер спорта России международного класса.",мужской,Греко-римская борьба,6 июля 1978(1978-07-06)
"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Харченко, Владимир Петрович","Влади́мир Петро́вич Харченко (18 сентября[1] 1934, Крым — 19 апреля 2020[2], Москва) — советский и российский учёный-медик, хирург-онколог. Академик РАН (2013), РАМН (2000, член-корреспондент с 1995)[3], доктор медицинских наук, профессор (1985), заведующий кафедрой РУДН. В 1987—2009 годах — директор Российского научного центра рентгенорадиологии (РНЦРР), в последние годы жизни его научный руководитель. Являлся главным радиологом России.",18 сентября 1934(1934-09-18),19 апреля 2020(2020-04-19) (85 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%B2%D1%86%D0%B5%D0%B2,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Хорошевцев, Евгений Александрович","Евге́ний Алекса́ндрович Хороше́вцев (23 июля 1944, Москва — 13 декабря 2020[1], Москва) — советский и российский актёр, телеведущий, профессор факультета искусств МГУ; народный артист России (2001)[2].
С 2000 по 2020 годы — диктор протокольных мероприятий президента Российской Федерации[3], с 2007 по 2020 годы — диктор парадов Победы на Красной площади.",23 июля 1944(1944-07-23),13 декабря 2020(2020-12-13) (76 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Христов, Владимир Кириллович","Влади́мир Кири́ллович Хри́стов (25 февраля 1949, Широкино, Сталинская область, УССР, СССР — 24 декабря 2020, Москва[1]) — российский предприниматель, владелец и председатель совета директоров одной из крупнейших золотодобывающих компаний России ПАО «Сусуманзолото». На 2020-й год с состоянием $500 млн занимал 192-е место в рейтинге журнала Forbes 200 богатейших бизнесменов России[2].",25 февраля 1949(1949-02-25),24 декабря 2020(2020-12-24) (71 год),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A6%D1%84%D0%B0%D1%81%D0%BC%D0%B0%D0%BD,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%97%D0%B0%D1%85%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Цфасман, Анатолий Захарович","Анатолий Захарович Цфасман (14 октября 1928, Москва — 18 января 2021, Москва) — советский и российский терапевт, специалист в области профессиональных заболеваний и железнодорожной медицины.",14 октября 1928(1928-10-14),18 января 2021(2021-01-18) (92 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D1%85,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Черных, Игорь Анатольевич","И́горь Анато́льевич Черны́х (12 июня 1932 года, СССР — 15 июля 2020 года, Россия) — кинооператор-постановщик киностудии «Мосфильм». Заслуженный деятель искусств РСФСР (1988).",12 июня 1932(1932-06-12),СССР→ Россия,кинооператор-постановщик
"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D1%88%D1%91%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Чернышёв, Алексей Сергеевич","Алексе́й Серге́евич Чернышёв (16 октября 1936, с. Селино, Курская область — 15 декабря 2020, Курск) — советский и российский психолог, специалист в области социальной психологии, доктор психологических наук, профессор. Заслуженный работник высшей школы Российской Федерации. Член президиума Российского психологического общества, действительный член Международной академии психологических наук, академик Академии гуманитарных наук России. Член редакционного совета «Психологического журнала», член редколлегии «Вестника практической психологии образования». Автор известных психологических терминов: развивающая социальная среда, социальное обучение, организованность, приборы-модели совместной деятельности[1][2][3].",16 октября 1936(1936-10-16),15 декабря 2020(2020-12-15) (84 года),"Курск, Россия"
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BC%D0%B1%D0%B0,_%D0%A2%D0%B0%D1%80%D0%B0%D1%81_%D0%9C%D0%B8%D1%80%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Шамба, Тарас Миронович","Тара́с Миро́нович Шамба (29 июля 1938, Сухум – 13 октября 2020[1]) — абхазский и российский общественно-политический деятель, доктор юридических наук (1985), проректор Российского государственного торгово-экономического университета (2002—2008), сопредседатель Российского конгресса народов Кавказа. Имеет неофициальный пожизненный титул «Народный президент Абхазии»[2][3].",29 июля 1938(1938-07-29),13 октября 2020(2020-10-13) (82 года),СССР→ Россия
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BF%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Шаповалов, Валерий Евгеньевич","Вале́рий Евге́ньевич Шапова́лов (14 августа 1950, Москва — 2 августа 2021, Москва) — советский и российский исполнитель песен, музыкант.",,,
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BF%D0%BE%D1%88%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Шапошников, Евгений Иванович",16-я ВА;ВВС СССР;МО СССР;,,Юрий Скоков,Олег Лобов
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D1%85%D0%BC%D0%B0%D1%80%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%AD%D1%81%D0%B5%D0%B4%D1%83%D0%BB%D0%BB%D0%B0%D1%85_%D0%90%D0%B7%D0%B8%D0%B7%D0%BE%D0%B2%D0%B8%D1%87","Шахмарданов, Эседуллах Азизович","Эседуллах Азизович Шахмарданов (17 октября 1949, Ахты, Ахтынский район, Дагестанская АССР, РСФСР, СССР — 15 сентября 2020, Махачкала, Дагестан, Россия) — советский борец, советский и российский тренер по борьбе, главный тренер женской сборной Колумбии. Заслуженный тренер РСФСР. Заслуженный тренер России.",мужской,СССР   Россия,вольная борьба
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D1%86%D0%BA%D0%B0%D1%8F,_%D0%9D%D0%B8%D0%BD%D0%B0_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0","Шацкая, Нина Сергеевна","Ни́на Серге́евна Ша́цкая (16 марта 1940[1], Москва — 23 мая 2021, Москва) — советская и российская актриса театра и кино; заслуженная артистка России (2008).",16 марта 1940(1940-03-16),23 мая 2021(2021-05-23) (81 год),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87","Шевченко, Сергей Вячеславович","Сергей Вячеславович Шевченко (17 сентября 1975, Калининград — 20 июня 2021, Смоленск[1]) — российский футболист, нападающий, полузащитник.",Сергей Вячеславович Шевченко,"20 июня 2021(2021-06-20) (45 лет)Смоленск, Россия",Россия
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B3%D0%B5%D0%BB%D1%8C%D0%BC%D0%B0%D0%BD,_%D0%98%D0%BB%D1%8C%D1%8F_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Шегельман, Илья Романович","Илья Романович Шегельман (20 ноября 1944 — 3 декабря 2020, Петрозаводск) ― советский и российский профессор, доктор технических наук, член-корреспондент Российской инженерной академии, а также тренер по самбо. Заслуженный тренер России[1][2].",20 ноября 1944(1944-11-20),3 декабря 2020(2020-12-03) (76 лет),"Петрозаводск, Республика Карелия, Россия"
"https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D0%BC%D1%8C%D0%B8-%D0%97%D0%B0%D0%B4%D0%B5,_%D0%90%D0%B9%D0%B4%D1%8B%D0%BD_%D0%AD%D1%88%D1%80%D0%B5%D1%84%D0%BE%D0%B2%D0%B8%D1%87","Шемьи-Заде, Айдын Эшрефович","Айдын Эшрефович Шемьи-заде, псевдоним Айдын Шем (1 сентября 1933, Симферополь — 17 октября 2020, Москва) — крымскотатарский культурный деятель и писатель, доктор физико-математических наук.",1 сентября 1933(1933-09-01)[1],17 октября 2020(2020-10-17)[2] (87 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A8%D0%BC%D0%B8%D0%B4%D1%82,_%D0%92%D0%B8%D0%BB%D1%8C%D1%8F%D0%BC_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Шмидт, Вильям Владимирович","Ви́льям[1] Влади́мирович Шми́дт (12 сентября 1969 года, Пинск, Брестской обл., БССР, СССР — 26 декабря 2020 года, Москва[2]) — российский религиовед, философ и историк религии, издатель документов и материалов по истории Русской Церкви, социально-политической и религиозно-философской мысли.",12 сентября 1969(1969-09-12),26 декабря 2020(2020-12-26) (51 год),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A8%D0%BE%D0%B9%D0%B3%D1%83,_%D0%9B%D0%B0%D1%80%D0%B8%D1%81%D0%B0_%D0%9A%D1%83%D0%B6%D1%83%D0%B3%D0%B5%D1%82%D0%BE%D0%B2%D0%BD%D0%B0","Шойгу, Лариса Кужугетовна","Лари́са Кужуге́товна Шойгу́ (21 января 1953, Чадан, Тувинская автономная область, СССР — 10 июня 2021, Москва) — российский политик. Депутат Государственной думы V, VI и VII созывов (2007—2021), заместитель председателя комитета Госдумы по регламенту и организации работы Государственной думы с 2 декабря 2007 года по 10 июня 2021 года[1]. Член Генерального совета партии «Единая Россия»[2]. Заслуженный врач Российской Федерации.",,"21 января 1953(1953-01-21)Чадан, Тувинская автономная область, СССР","10 июня 2021(2021-06-10) (68 лет)Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Шувалов, Валерий Павлович","Вале́рий Па́влович Шува́лов (12 августа 1939, СССР — 4 мая 2020[1], Москва, Россия) — советский и российский кинооператор, заслуженный деятель искусств России (1992)[2].",Валерий Павлович Шувалов,СССР,4 мая 2020(2020-05-04) (80 лет)
"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Шувалов, Виктор Григорьевич",15 декабря 1923(1923-12-15),нападающий,"15 декабря 1923(1923-12-15)


Наборные Сыреси, Ардатовский уезд, Симбирская губерния, РСФСР, СССР","18 апреля 2021(2021-04-18) (97 лет)


Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%B4%D0%B5%D0%B3%D0%BE%D0%B2,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%95%D0%B2%D0%B3%D1%80%D0%B0%D1%84%D0%BE%D0%B2%D0%B8%D1%87","Шудегов, Виктор Евграфович","Ви́ктор Евгра́фович Шуде́гов (5 декабря 1952, Тортым[d], Удмуртская АССР — 16 мая 2020, Удмуртия[1]) — российский политический деятель и учёный-физик.
Председатель Комитета по науке, культуре, образованию, здравоохранению и экологии Совета Федерации Федерального Собрания Российской Федерации.
Депутат Государственной Думы Федерального Собрания Российской Федерации V и VI созыва.
Заместитель председателя Комитета Государственной Думы Российской Федерации по образованию. 
Председатель Совета регионального отделения партии «Справедливая Россия» в Удмуртской Республике с декабря 2006 года.",,,"5 декабря 1952(1952-12-05)Тортым[d], Кезский район, Удмуртская АССР, РСФСР, СССР"
"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D1%80%D1%87%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Шурчанов, Валентин Сергеевич","Валентин Сергеевич Шурчанов (19 апреля 1947, Старые Шальтямы, Канашский район, Чувашская АССР, РСФСР, СССР — 18 декабря 2020, Москва, Россия) — советский и российский государственный и политический деятель; журналист.",,,"19 апреля 1947(1947-04-19)Старые Шальтямы, Канашский район, Чувашская АССР, РСФСР, СССР"
"https://ru.wikipedia.org/wiki/%D0%A9%D0%B5%D0%B3%D0%BB%D0%BE%D0%B2,_%D0%9B%D0%B5%D0%B2_%D0%9C%D0%BE%D0%B8%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Щеглов, Лев Моисеевич","Лев Моисе́евич Щегло́в (28 августа 1946 года, Ленинград[1] — 11 декабря 2020 года, Санкт-Петербург[2]) — советский и российский сексолог и психотерапевт, врач высшей квалификационной категории, общественный деятель. Доктор медицинских наук, профессор.",28 августа 1946(1946-08-28),11 декабря 2020(2020-12-11) (74 года),"Санкт-Петербург, Россия"
